timestamp,open,high,low,close,volume
1785844800000,1871.99,1881.72,1867.18,1874.31,170784.754
1785848400000,1874.31,1876.78,1859.1,1861.13,242768.006
1785852000000,1861.13,1874.97,1857.38,1872.22,233878.106
1785855600000,1872.23,1877.14,1861,1872.24,190723.5
1785859200000,1872.24,1872.88,1864.52,1868.99,88771.131
1785862800000,1868.99,1877.14,1866,1868.59,144072.918
1785866400000,1868.6,1880.43,1868.32,1874.5,131909.857
1785870000000,1874.49,1880.95,1873.08,1874.46,81083.298
1785873600000,1874.46,1879.11,1865.31,1875.82,122403.712
1785877200000,1875.81,1875.85,1870.9,1871.35,30894.69
1785880800000,1871.36,1876,1867.5,1874.71,44472.334
1785884400000,1874.71,1880.8,1868,1868.9,98653.037
1785888000000,1868.9,1872.88,1862,1863.09,128842.495
1785891600000,1863.09,1873.78,1860.3,1872.57,82646.702
1785895200000,1872.56,1877.45,1871.66,1873.7,90517.991
1785898800000,1873.69,1875.49,1862.75,1866.86,137276.952
1785902400000,1866.87,1868.85,1864.09,1866.47,39457.699
1785906000000,1866.47,1877,1866.17,1872.51,83414.374
1785909600000,1872.51,1872.91,1867.16,1868.84,57259.038
1785913200000,1868.84,1871.86,1862.5,1871.85,150064.215
1785916800000,1871.86,1874,1867.07,1868.98,85843.383
1785920400000,1868.98,1873.99,1867.99,1870.98,64696.912
1785924000000,1870.97,1875.38,1865,1867.38,113995.737
1785927600000,1867.39,1870.26,1866.22,1867.93,45906.476
1785931200000,1867.93,1884.68,1866.48,1875.22,272935.151
1785934800000,1875.21,1878.82,1854.51,1877.85,484214.62
1785938400000,1877.84,1882,1868.25,1875.06,232741.15
1785942000000,1875.06,1882.07,1872,1872.91,166329.745
1785945600000,1872.91,1896.7,1872.4,1894.79,374936.837
1785949200000,1894.8,1916.88,1890.21,1915.93,354618.966
1785952800000,1915.93,1927.19,1913,1917.23,324955.506
1785956400000,1917.23,1920.18,1914.78,1916.09,82435.279
1785960000000,1916.09,1923.94,1915.5,1916.19,122045.841
1785963600000,1916.2,1916.56,1906.03,1907.75,151418.468
1785967200000,1907.76,1912.42,1905.43,1906,67915.219
1785970800000,1905.99,1911.32,1903.14,1907.95,58660.968
1785974400000,1907.95,1912.99,1906.16,1909.39,68301.479
1785978000000,1909.39,1910.29,1902.2,1905.93,84272.171
1785981600000,1905.93,1910,1893.62,1898.17,210698.015
1785985200000,1898.18,1898.91,1894.2,1897.94,76944.95
1785988800000,1897.94,1907.48,1894.67,1906.84,104071.239
1785992400000,1906.85,1917.99,1906.28,1913.49,168887.009
1785996000000,1913.5,1913.94,1908.61,1912.8,48758.598
1785999600000,1912.79,1914.51,1906.5,1908.52,67175.777
1786003200000,1908.53,1920.92,1907.53,1915.44,112256.66
1786006800000,1915.43,1916.11,1903.65,1906.68,174549.181
1786010400000,1906.68,1906.68,1900.1,1901.78,94884.141
1786014000000,1901.78,1908.32,1895.8,1906.89,124238.799
1786017600000,1906.88,1907.24,1898,1898.19,115611.123
1786021200000,1898.19,1910.51,1891.46,1906.47,275844.5
1786024800000,1906.47,1918.21,1902.39,1914.06,222586.359
1786028400000,1914.06,1919.06,1909.15,1909.88,199955.115
1786032000000,1909.88,1916.15,1907.29,1914.72,118274.746
1786035600000,1914.72,1917.89,1909.2,1913.1,73296.829
1786039200000,1913.11,1913.26,1903.06,1905.21,96482.715
1786042800000,1905.22,1910.39,1905.01,1908.77,62775.778
1786046400000,1908.77,1909.84,1905,1906.16,37251.995
1786050000000,1906.16,1908.67,1904.8,1905.25,29518.801
1786053600000,1905.25,1906.55,1901.4,1904.18,43366.187
1786057200000,1904.17,1905.12,1897.82,1903.12,57176.759
1786060800000,1903.11,1904.62,1898.78,1903,58323.594
1786064400000,1903,1906.83,1898.01,1902.45,62891.795
1786068000000,1902.45,1907.89,1896.66,1901.75,93402.255
1786071600000,1901.74,1902.9,1895,1896.53,71949.278
